id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
901307611352343296,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,12027810,Thijs,,Oostelijk Havengebied - Indische Buurt,52.37096,4.93645,Entire home/apt,350,3,5,2023-09-18,1.17,1,123,5,0363 14BF 8ED7 07D2 70C9
901523208967589679,Rental unit in Amsterdam · 2 bedrooms · 2 beds · 1 bath,517022971,Pauline,,Zuid,52.35331132359789,4.848856057999314,Entire home/apt,252,3,1,2023-08-07,0.23,1,10,1,0363 ECC6 EA06 E43D 4C82
901568493520734904,Rental unit in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,517031979,Deepak,,Zuid,52.35384,4.88213,Entire home/apt,200,2,5,2023-07-05,0.78,1,0,5,0363 E9BD A812 457C 793D
901908430110176730,Home in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,517099042,Malachi,,Noord-West,52.403757236028035,4.916889059524552,Private room,100,2,6,2023-10-22,1.41,1,336,6,0363 E704 AC42 64EC 2AC2
901916165856416046,Home in Amsterdam · ★5.0 · 2 bedrooms · 3 beds · 1 bath,18441215,Marije,,Zuid,52.354797028024244,4.851623864271969,Entire home/apt,265,3,6,2023-10-16,1.42,1,41,6,0363 87D9 70D2 0847 6443
901955463298997882,Home in Amsterdam · 3 bedrooms · 4 beds · 1 bath,13293568,Dam,,Zuid,52.35346522835374,4.851891498648878,Entire home/apt,395,6,1,2023-08-25,0.27,1,51,1,0363 6044 8701 03C0 BFAE
901983746606683612,Rental unit in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,451613647,Adam,,Centrum-West,52.3717956,4.8796665,Entire home/apt,190,3,6,2023-08-27,1.20,1,81,6,0363 33D0 5E00 FC6A 1743
902075151946093427,Home in Amsterdam · 2 bedrooms · 2 beds · 1 bath,16213959,Olivier,,De Pijp - Rivierenbuurt,52.355349719324614,4.904726253623852,Entire home/apt,750,3,1,2023-07-05,0.19,1,358,1,0363 3E2D 6C7B B52A 51BD
902082272674714485,Rental unit in Amsterdam · 2 bedrooms · 2 beds · 1 bath,202557755,Puck,,Watergraafsmeer,52.3563,4.9349,Entire home/apt,416,4,1,2023-08-29,0.28,1,130,1,0363 6E4D 6DB9 33CO EFF4
902112017638792521,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,22400610,Seger,,De Pijp - Rivierenbuurt,52.35287,4.90657,Entire home/apt,190,4,2,2023-08-28,0.50,1,134,2,0363 7E6C 1FBA 9FFF 1418
902119738138827525,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,28625389,Zuzana,,De Baarsjes - Oud-West,52.36788980028364,4.865622325877333,Entire home/apt,185,2,4,2023-09-16,1.10,1,42,4,0363 B7B3 5DFB 90A5 6715
902137324111325247,Loft in Amsterdam · 1 bedroom · 1 bed · 1 bath,68864280,Nicole,,Westerpark,52.37891209720175,4.873328574897469,Entire home/apt,223,1,1,2023-09-18,0.35,1,67,1,0363 29DB D76B 4098 7627
902137952401505333,Condo in Amsterdam · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,101731003,Ignasia,,Slotervaart,52.3598927,4.8349107,Private room,107,2,27,2023-12-02,4.20,1,86,27,0363 D7A4 A5DF 8020 8FE4
902208791295092870,Rental unit in Amsterdam · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,3823105,Suzanna,,De Baarsjes - Oud-West,52.37137274852528,4.86086257005162,Entire home/apt,299,5,4,2023-09-09,0.78,1,12,4,0363 7BEB 26C2 666B DDFB
902227139917564386,Boat in Amsterdam · 1 bedroom · 2 beds · 1 bath,400833385,Floris,,De Baarsjes - Oud-West,52.3665957,4.8765255,Entire home/apt,350,4,0,,,1,364,0,0363 EA04 6055 9350 0ED7
902236225765905569,Condo in Amsterdam · 1 bedroom · 1 bed · 1.5 baths,27058706,Dominique,,Westerpark,52.37825994266987,4.87339907764893,Entire home/apt,295,5,1,2023-09-10,0.32,1,25,1,03634D0FDB15860D6C71
902315043927020066,Bed and breakfast in Amsterdam · 1 bedroom · 1 bed · 1 shared bath,517223258,Rob,,Centrum-West,52.3702242882583,4.896308065759272,Private room,275,2,2,2023-10-15,0.34,1,261,2,0363A1A20E83AC0965F2
902595715582444292,Home in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,13025748,Clair,,Bos en Lommer,52.37860849534985,4.849613077696383,Entire home/apt,250,3,8,2023-09-17,1.46,1,8,8,0363 F69E 03AB F410 1486
902649860773609184,Guest suite in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,5607468,J J,,IJburg - Zeeburgereiland,52.35608,5.00164,Entire home/apt,136,3,4,2023-11-13,2.07,1,20,4,0363 B27C D8E2 8D04 05BD
902686080404814059,Rental unit in Amsterdam · ★4.86 · 2 bedrooms · 2 beds · 1 bath,6320036,Aleksandra,,Bos en Lommer,52.37737324089134,4.841498590249933,Entire home/apt,241,2,6,2023-10-29,1.02,1,0,6,0363F5AD13AD5EA07970
902834798307017582,Rental unit in Amsterdam · ★4.75 · 1 bedroom · 1 bed · 1 bath,18073406,Laura,,De Pijp - Rivierenbuurt,52.3569539,4.889391499999999,Entire home/apt,250,3,4,2023-09-09,0.67,1,356,4,0363 D3E1 FB56 043F 4A2F
902899772944852541,Rental unit in Amsterdam · 2 bedrooms · 2 beds · 1 bath,17767637,Tijmen,,Centrum-Oost,52.372836538871276,4.920613318173183,Entire home/apt,160,4,1,2023-10-29,0.67,1,40,1,0363 40E2 0412 5DE7 8D99
902962332017284970,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,70745668,Larsa,,Oud-Noord,52.38772,4.90372,Entire home/apt,,14,0,,,1,195,0,0363 41FF 39F6 EF3C D2CC
902963513955565925,Rental unit in Amsterdam · ★New · 1 bedroom · 1 bed · 1.5 baths,27830091,Regine,,De Pijp - Rivierenbuurt,52.35626176775404,4.904691224785163,Entire home/apt,150,5,0,,,1,10,0,0363 13F2 6A35 EF1D DD21
903094505491962966,Rental unit in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,517423983,Haroen,,Westerpark,52.3904459,4.8778667,Entire home/apt,185,1,12,2023-11-19,2.06,1,87,12,03635377DA63C8C28A38
903270632004298350,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,86457704,Jib,,Centrum-West,52.37085,4.88414,Entire home/apt,284,3,3,2023-08-06,0.54,1,15,3,0363 14F2 1CB5 9F02 B9D3
903300891533751420,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,284271894,Lars,,Centrum-West,52.37651946401993,4.877358406656243,Entire home/apt,264,1,5,2023-08-26,0.84,1,284,5,0363 C4CC 687D 8A93 8329
903336598717390685,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,75403157,Marc,,Zuid,52.35547054155618,4.875699600000014,Entire home/apt,207,2,4,2023-10-21,0.76,1,315,4,0363 75ED 8EA7 9F58 9CB2
903400171735044480,Rental unit in Amsterdam · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,64809762,Alexander,,Centrum-Oost,52.364296857098125,4.901446360094932,Private room,169,1,12,2023-11-12,1.88,1,248,12,0363 CD0D 1ECE DDD6 FDF8
903474197533708020,Rental unit in Amsterdam · 2 bedrooms · 2 beds · 1 bath,37896250,Yannick,,De Pijp - Rivierenbuurt,52.341727769237465,4.904757656508536,Entire home/apt,,3,0,,,1,0,0,
903478087236866407,Bed and breakfast in Amsterdam · ★4.89 · 1 bedroom · 2 beds · 1 private bath,517505198,Merel,,IJburg - Zeeburgereiland,52.36122,4.97874,Private room,69,1,9,2023-12-08,1.44,1,345,9,0363 AE6F 8A6A 96B2 ED52
903534463124482634,Home in Amsterdam · 2 bedrooms · 2 beds · 1 bath,352281587,Arda,,Oud-Oost,52.35736590810649,4.920461090728521,Entire home/apt,350,5,2,2023-08-29,0.41,1,139,2,0363 874B 4E33 58FD DD8D
903655918480436263,Rental unit in Amsterdam · 3 bedrooms · 3 beds · 3.5 baths,31953948,Jorrit,,Zuid,52.35623,4.8746,Entire home/apt,725,3,2,2023-10-29,0.47,1,82,2,0363 28F2 3171 5FAF C639
903714820962613689,Rental unit in Amsterdam · ★4.75 · 1 bedroom · 2 beds · 1 bath,159112610,Almedio,,Centrum-West,52.36918443378622,4.891594536602497,Entire home/apt,200,2,7,2023-10-31,1.40,2,0,7,Exempt
903732745013554685,Rental unit in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,27643079,Daniel,,Westerpark,52.38112,4.87248,Entire home/apt,225,2,5,2023-09-16,0.84,1,79,5,0363E6E0DBF0B3976B24
904016815353345229,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,246772652,Zhanna,,De Aker - Nieuw Sloten,52.344512527988336,4.827805717475807,Private room,99,1,5,2023-11-05,0.81,2,359,5,0363 B285 97BA 6098 18B2
904016879196558635,Home in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 2 baths,422457196,Judith,,Bos en Lommer,52.37785,4.84055,Entire home/apt,380,3,8,2023-10-24,1.88,1,5,8,03633E3341FA39E86007
904117282791976422,Hotel in Amsterdam · Studio · 1 bed · 1 shared bath,340310534,The Niu Fender,,Oostelijk Havengebied - Indische Buurt,52.36788249134918,4.946621282493959,Private room,187,1,0,,,2,325,0,Exempt
904139549347980627,Rental unit in Amsterdam · ★4.75 · 1 bedroom · 2 beds · 1 bath,517668573,Bob,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,269,1,8,2023-11-19,3.20,5,361,8,Exempt
904162103196389765,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,38960281,Cemre,,Oud-Noord,52.3849832740228,4.914510537402952,Entire home/apt,224,2,8,2023-10-16,1.36,1,294,8,0363 7F7E 81D4 3089 E366
904196274413977378,Houseboat in Amsterdam · ★4.91 · 1 bedroom · 1 bed · 1 bath,517683118,Boris,,Centrum-West,52.3826008,4.884448799999999,Entire home/apt,225,2,45,2023-12-03,7.46,1,79,45,0363 AC1F A42A 9B52 4F00
904231690404787331,Rental unit in Amsterdam · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,534213,Guillaume,,De Baarsjes - Oud-West,52.36001799404056,4.860802195872444,Entire home/apt,615,2,5,2023-12-03,1.40,1,70,5,0363 FB7D 5ED7 BAB7 4F8F
904355794029185441,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,2724950,Monique,,De Pijp - Rivierenbuurt,52.35282,4.89075,Entire home/apt,199,3,5,2023-10-22,0.95,1,5,5,0363 B934 CDC2 A707 D800
904640097150651151,Rental unit in Amsterdam · ★3.67 · 3 bedrooms · 3 beds · 2 baths,125582523,Clemens,,Centrum-West,52.367399,4.885722299999999,Entire home/apt,343,1,3,2023-07-14,0.56,1,0,3,0363 201D E409 AE91 80C9
904893275146190576,Home in Amsterdam · ★5.0 · 2 bedrooms · 3 beds · 1 bath,18739162,Tessa,,Oud-Oost,52.350805056228474,4.913810719049065,Entire home/apt,225,4,3,2023-08-24,0.55,1,0,3,0363 0288 5142 04AB 9E84
904914301413761282,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,13452025,Jean,,Oud-Oost,52.3581921,4.9262361,Entire home/apt,192,6,1,2023-06-27,0.18,1,0,1,0363 9EC7 4974 625F 44C7
904959201923861222,Rental unit in Amsterdam · 3 bedrooms · 3 beds · 3 baths,405438061,Alex,,De Pijp - Rivierenbuurt,52.35414,4.88799,Entire home/apt,1025,2,1,2023-11-19,1,1,348,1,0363 DB1C B0DB 49BD 7C2C
905459366264936254,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,27536755,Rob,,Bos en Lommer,52.37726,4.85867,Entire home/apt,275,4,7,2023-10-19,1.34,1,0,7,0363 800D 609D 44BB 4C61
905585787526454222,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,53959275,Tim,,De Pijp - Rivierenbuurt,52.342571864695934,4.900388153631439,Entire home/apt,260,3,5,2023-08-06,0.96,1,0,5,0363 5599 699E C19D 3482
905605585032465146,Home in Amsterdam · 2 bedrooms · 2 beds · 1 bath,101930627,Ilja,,Oud-Noord,52.389056738970055,4.948981841407482,Entire home/apt,135,1,1,2023-08-11,0.24,1,0,1,0363 765E 6F2D CEAB D44F
905666980733146256,Rental unit in Amsterdam · ★4.60 · 2 bedrooms · 2 beds · 1 bath,16570501,Willemijn,,De Baarsjes - Oud-West,52.362908806027065,4.866163842380047,Entire home/apt,400,3,5,2023-11-19,0.90,1,342,5,0363 3B54 57D4 8994 D1D2
905672881813139299,Rental unit in Amsterdam · ★4.33 · 1 bedroom · 2 beds · 1 bath,517668573,Bob,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,186,1,3,2023-11-28,1.76,5,362,3,Exempt
905676279032136546,Rental unit in Amsterdam · ★4.77 · 1 bedroom · 2 beds · 1 bath,517668573,Bob,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,150,1,85,2023-12-03,35.42,5,0,85,Exempt
905677609043113133,Rental unit in Amsterdam · ★4.76 · 1 bedroom · 1 bed · 1 bath,517668573,Bob,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,140,1,163,2023-12-01,52.02,5,0,163,Exempt
905721738522263026,Home in Amsterdam · 3 bedrooms · 4 beds · 1 bath,5296180,Femke,,Oud-Noord,52.3929801,4.9063715,Entire home/apt,,7,0,,,1,174,0,
905731222562001828,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,132654754,Atal,,Osdorp,52.35446,4.79171,Entire home/apt,220,1,7,2023-08-29,1.36,1,0,7,0363 8CA7 6BF7 EABB 76E1
906161615984076237,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,23932215,Sabine,,De Baarsjes - Oud-West,52.363597356994724,4.858541034520564,Entire home/apt,326,4,7,2023-09-24,1.15,1,0,7,0363 DE11 2D1E E27B 04D1
906312347067677212,Home in Amsterdam · ★4.75 · 2 bedrooms · 2 beds · 2 baths,4437313,Melianthe,,Zuid,52.349906,4.860463,Entire home/apt,210,2,4,2023-09-02,0.68,1,0,4,0363 5A64 9849 958A 8FBE
906313802809767607,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,70167802,Luc,,De Baarsjes - Oud-West,52.3721794,4.847902299999999,Entire home/apt,200,7,7,2023-09-17,1.23,1,149,7,0363 1339 3B4E 5B8D 5707
906383666342555415,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,33979341,Barbara,,Bos en Lommer,52.37656,4.83724,Entire home/apt,155,2,4,2023-08-16,0.72,1,0,4,0363 2143 DEBB EF1A 9E14
906466284731054321,Rental unit in Amsterdam · ★4.90 · 1 bedroom · 1 bed · 1 bath,518196879,Rolf,,De Baarsjes - Oud-West,52.36411690000001,4.862797899999999,Entire home/apt,150,2,10,2023-10-15,1.69,1,16,10,0363 8462 ECD6 3558 67B4
906516210947771273,Condo in Amsterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,302096660,Lucas,,De Baarsjes - Oud-West,52.35894889999999,4.8608481,Entire home/apt,230,1,3,2023-10-22,0.49,1,46,3,0363 3561 206F FB48 5ACC
906537415309948864,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,14983658,Eva,,Oostelijk Havengebied - Indische Buurt,52.36312875968643,4.938423866352389,Entire home/apt,154,6,1,2023-08-28,0.28,1,145,1,0363 F2FF B8AE DEDC 1460
906538760988065632,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,113551689,Loes,,Oud-Noord,52.396664279871345,4.91701047605742,Entire home/apt,155,2,2,2023-10-03,0.47,1,0,2,0363 4B21 5A33 8B34 F278
906589645778089928,Home in Amsterdam · 4 bedrooms · 3 beds · 2.5 baths,10246849,Wesley,,Zuid,52.353324340766584,4.857363902929671,Entire home/apt,395,5,2,2023-08-20,0.49,1,0,2,0363 9461 988F 78E3 6604
906683502774400461,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,224657523,Bartu,,Oud-Oost,52.35778041168673,4.929283931851387,Entire home/apt,345,4,3,2023-09-30,0.53,1,52,3,03631E62902CC0DB20A0
906928477315245746,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,55661548,Sebastiaan,,De Baarsjes - Oud-West,52.36633877976081,4.863221149081497,Entire home/apt,199,4,2,2023-06-27,0.34,1,0,2,0363 7D1F 6392 1575 F16C
906929749702240675,Home in Amsterdam · ★3.67 · 1 bedroom · 1 bed · 1 bath,12494095,Mara,,De Pijp - Rivierenbuurt,52.35066045829367,4.907935273392361,Entire home/apt,180,4,3,2023-08-07,0.53,1,0,3,0363 CA5F 0BB1 ACC9 25D3
906996228392777407,Rental unit in Amsterdam · ★5.0 · 3 bedrooms · 5 beds · 1.5 baths,187944757,Natalia,,Slotervaart,52.35707,4.83694,Entire home/apt,270,4,3,2023-08-06,0.63,1,20,3,0363 DF97 9BEE C192 CA3A
907008293563802006,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,138213891,Alexandros,,De Pijp - Rivierenbuurt,52.34711,4.90218,Entire home/apt,130,5,3,2023-08-15,0.66,1,4,3,0363 4E58 B946 81DE 825E
907060287507288827,Rental unit in Amsterdam · 2 bedrooms · 1 bed · 1.5 baths,4653211,Sjoerd En Debbie,,Westerpark,52.39275,4.87818,Entire home/apt,450,4,0,,,1,68,0,0363 E191 8EC2 E8FF AB6F
907067663493314911,Bed and breakfast in Amsterdam · ★4.88 · 2 bedrooms · 2 beds · 1 private bath,5806350,Michal And Bartosz,,Oud-Noord,52.389483854137076,4.935972139666231,Private room,199,3,24,2023-12-03,3.89,1,86,24,03636e561fd812942b01
907115457295010207,Loft in Amsterdam · ★4.80 · 3 bedrooms · 3 beds · 1 bath,856390,Pascal,,Centrum-Oost,52.36369,4.90664,Entire home/apt,450,3,5,2023-10-24,1.12,1,9,5,0363 44B7 212E 1BA4 E11D
907222180433236365,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1.5 baths,14201313,Stephanie,,Watergraafsmeer,52.35571,4.93606,Entire home/apt,206,2,2,2023-11-19,0.44,1,18,2,0363 9366 D377 684A 74E7
907271521793502607,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 1 bed · 1 bath,518410934,Jolanda,,De Pijp - Rivierenbuurt,52.35410049999999,4.8994633,Entire home/apt,227,2,3,2023-11-19,1.20,1,43,3,0363 89EE 464A 8A0E EDAB
907304324087215264,Home in Amsterdam · 2 bedrooms · 1 bed · 1.5 baths,127938,Mirte,,Noord-West,52.41059957370298,4.897669403194682,Entire home/apt,250,3,1,2023-08-28,0.28,1,354,1,0363 BED6 3E7F 49B1 66E2
907623419390263707,Rental unit in Amsterdam · 1 bedroom · 2 beds · 1 bath,517668573,Bob,,Oud-Noord,52.3965617,4.9068432,Entire home/apt,289,1,1,2023-10-12,0.48,5,354,1,Exempt
907679861785482108,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,39151532,Marlous,,De Baarsjes - Oud-West,52.36799,4.87461,Entire home/apt,250,2,2,2023-07-16,0.34,1,0,2,03636E06AF3537BB1FED
907685962817953216,Rental unit in Amsterdam · ★4.75 · 2 bedrooms · 2 beds · 1 bath,75731159,Kevin,,Bos en Lommer,52.373733687152956,4.850495183933056,Entire home/apt,136,2,4,2023-08-29,0.71,1,19,4,0363CF4F66DCEB93436A
907701257573455898,Home in Amsterdam · 2 bedrooms · 2 beds · 2.5 baths,181248409,Anne,,Centrum-Oost,52.36110249999999,4.888788300000001,Entire home/apt,700,3,2,2023-10-07,0.60,1,246,2,03631AC6CF7F91729E08
907803512500717953,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,10367975,Victorine,,De Baarsjes - Oud-West,52.3732633,4.8555389,Entire home/apt,200,3,3,2023-08-13,0.61,1,33,3,0363 DC24 3025 E650 A2B5
907925497960761152,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,14681534,Marie,,Westerpark,52.37305,4.87349,Entire home/apt,204,5,6,2023-10-22,1.10,1,10,6,0363 410D E357 A145 B8F3
907926245780013758,Condo in Amsterdam · 1 bedroom · 1 bed · 1 bath,518570870,Michael,,Centrum-West,52.37477859407623,4.896334335207939,Entire home/apt,750,2,1,2023-10-14,0.50,1,167,1,0363 1BC0 69DF 445E CDBF
907953200034243061,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,113091478,Robert,,Oud-Oost,52.35660719318762,4.90867296499467,Entire home/apt,250,2,1,2023-10-23,0.59,1,39,1,0363 B86D 35EB 9EAC C61A
907992916907020783,Home in Amsterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,518593415,Niek,,Centrum-West,52.37188411403854,4.882431448102868,Entire home/apt,321,4,5,2023-08-15,1.01,1,7,5,0363 9DA4 F373 0F4B 5268
908314679779161163,Rental unit in Amsterdam · ★4.93 · Studio · 1 bed · 1 bath,174715695,Piet Hein,,De Baarsjes - Oud-West,52.36333586710436,4.873986931972277,Private room,200,4,15,2023-11-04,2.73,2,103,15,0363 2341 6729 79C0 584D
908335730530950101,Rental unit in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,75943016,Sean,,Centrum-West,52.37201670279605,4.878953444292497,Entire home/apt,325,4,6,2023-10-10,1.21,1,358,6,0363 4A73 9435 AFE7 4080
908342188350817881,Home in Amsterdam · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,103205230,Katerin,,Gaasperdam - Driemond,52.29189,4.97302,Private room,65,1,23,2023-12-03,4.83,1,243,23,036360853BF0D7B4449A
908387759616876342,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,518678255,Rochus,,Centrum-West,52.38132142402846,4.879972782917424,Entire home/apt,325,25,4,2023-08-03,0.75,1,274,4,0363 366B 3716 D631 E14D
908412280710285190,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,50257932,Lucca,,Centrum-West,52.37924,4.88235,Entire home/apt,295,4,3,2023-09-11,0.62,1,160,3,0363 9706 ECB8 B96A 1FAA
908435116774626440,Condo in Amsterdam · ★4.85 · 1 bedroom · 1 bed · 1 bath,7526326,Richard,,Centrum-West,52.37511003464444,4.878838906365095,Entire home/apt,201,2,13,2023-10-26,2.32,1,0,13,0363 CA7F 539F 5CCC 09D3
908468634598233009,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,313772063,Marcel,,Centrum-West,52.37253,4.88659,Private room,330,4,8,2023-10-24,1.36,2,0,8,0363 A5FA 52BC A191 0124
908551939981627169,Rental unit in Amsterdam · ★4.74 · 2 bedrooms · 2 beds · 1 bath,15976351,Valentijn,,Centrum-West,52.37778,4.89144,Entire home/apt,199,1,38,2023-11-26,6.83,1,28,38,0363 9B65 744D D8F5 D59E
908571229123247107,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,4456680,Neal Estate,,De Pijp - Rivierenbuurt,52.34805101562176,4.88834361163939,Entire home/apt,223,2,3,2023-12-11,3,18,0,3,0363 5842 E223 F2D2 76F7
908629272555303937,Rental unit in Amsterdam · ★4.60 · 1 bedroom · 1 bed · 1 bath,240804189,Hedzer,,Bijlmer-Centrum,52.324396986483606,4.945052162575945,Entire home/apt,160,4,5,2023-09-09,0.97,1,25,5,0363 6756 2017 14C1 B5FF
908732292678491416,Home in Amsterdam · 1 bedroom · 1 bed · 1.5 baths,15603718,Thomas,,Westerpark,52.384417126266136,4.871482955786822,Entire home/apt,175,3,2,2023-10-24,0.36,1,0,2,0363 8531 EBE5 1812 9E3C
908754857272743723,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,60597482,Sacha,,De Pijp - Rivierenbuurt,52.351199,4.893072999999999,Entire home/apt,300,1,1,2023-11-12,1,1,293,1,0363 104C 2D7F CCC2 0E8F
908764783488851951,Rental unit in Amsterdam · 2 bedrooms · 3 beds · 1 bath,253874008,Sven,,Bos en Lommer,52.37333867370218,4.851795730748407,Entire home/apt,250,7,1,2023-10-29,0.67,1,177,1,0363 76E4 2C15 5AE5 5B71
908935734004733435,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,486429198,David,,Geuzenveld - Slotermeer,52.38276,4.79601,Private room,99,3,11,2023-11-15,2.20,2,0,11,0363 788C D1BC F52E 89E8
909000042590608071,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,51485781,Vital,,Gaasperdam - Driemond,52.30786690952792,4.980479273102732,Entire home/apt,160,250,0,,,5,137,0,0363 3BDE 8A3C CB85 3689
909080048639625668,Condo in Amsterdam · 1 bedroom · 1 bed · 1 bath,110760174,Erwin,,Zuid,52.34436,4.86062,Entire home/apt,275,3,1,2023-07-21,0.21,1,19,1,0363 FE32 07F6 E9DF D34E
909228385186705096,Rental unit in Amsterdam · 2 bedrooms · 2 beds · 1 bath,252633926,Celina Lujan,,De Baarsjes - Oud-West,52.36816,4.85681,Entire home/apt,300,3,1,2023-09-10,0.32,1,29,1,0363 13F2 9819 6DDC 4C44
909278181888872607,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,518891729,Judith,,De Baarsjes - Oud-West,52.36403077156903,4.849441145749682,Entire home/apt,216,4,4,2023-11-13,0.74,1,2,4,0363 64A5 5745 7B80 AA98
909309984645400586,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,157740405,Nick,,De Baarsjes - Oud-West,52.37290815700834,4.86034219012723,Entire home/apt,130,2,4,2023-11-28,0.95,1,18,4,0363 9B29 5E33 9558 DCB1
909330438379693601,Rental unit in Amsterdam · 2 bedrooms · 2 beds · 1.5 baths,33744170,Boen,,Oud-Oost,52.35205,4.91881,Entire home/apt,200,3,2,2023-08-27,0.49,1,37,2,0363 33CB 79EC 7A68 A5A9
909418697215306108,Bed and breakfast in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 private bath,454525842,Natanael,,Geuzenveld - Slotermeer,52.3831995,4.8047384,Private room,96,1,8,2023-10-18,1.38,2,77,8,0363 54F4 44DA 7FEC 4D47
909851247211208901,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,5664658,Jules,,De Baarsjes - Oud-West,52.35937807839276,4.85192163954232,Entire home/apt,200,2,2,2023-08-27,0.40,1,26,2,036394323E427ADBE9A5
909876549943745951,Home in Amsterdam · 1 bedroom · 1 bed · 1.5 baths,69639891,Frederique,,De Pijp - Rivierenbuurt,52.35149,4.89826,Entire home/apt,237,2,2,2023-07-15,0.38,1,10,2,0363 DF96 FEA8 539C EF28
910018961676880539,Condo in Amsterdam · ★5.0 · 3 bedrooms · 4 beds · 2 baths,481080,Hoi-Kee,,Oostelijk Havengebied - Indische Buurt,52.3643754,4.9336901,Entire home/apt,380,3,8,2023-10-29,1.92,1,180,8,0363 2CB5 6F26 2AF1 A5F6
910157940737792308,Home in Amsterdam · 3 bedrooms · 4 beds · 1 bath,519073388,Marije,,IJburg - Zeeburgereiland,52.36039178784125,4.978313569242973,Entire home/apt,,4,0,,,1,0,0,0363 C7B8 2F83 ABED 2184
911353503016917251,Bed and breakfast in Amsterdam · ★4.91 · 1 bedroom · 1 bed · 1 private bath,519207882,Xuqin,,Centrum-West,52.3708281,4.8889874,Private room,135,2,32,2023-12-03,5.75,1,0,32,0363 45F1 DECC 3F25 2BCA
